index,value
0001-09-19,1730
0001-09-20,1558
0001-09-21,1571
0001-09-22,1502
0001-09-23,1203
0001-09-24,807
0001-09-25,1138
0001-09-26,1648
0001-09-27,1661
0001-09-28,1743
0001-09-29,1544
0001-09-30,1439
0001-10-01,1269
0001-10-02,1262
0001-10-03,1892
0001-10-04,1687
0001-10-05,1778
0001-10-06,1485
0001-10-07,1428
0001-10-08,1010
0001-10-09,1293
0001-10-10,1941
0001-10-11,1714
0001-10-12,1676
0001-10-13,1591
0001-10-14,1077
0001-10-15,809
0001-10-16,1294
0001-10-17,1715
0001-10-18,1810
0001-10-19,1890
0001-10-20,1690
0001-10-21,989
0001-10-22,783
0001-10-23,1271
0001-10-24,1501
0001-10-25,1613
0001-10-26,1632
0001-10-27,1486
0001-10-28,1338
0001-10-29,862
0001-10-30,1529
0001-10-31,1837
0001-11-01,1948
0001-11-02,1917
0001-11-03,1765
0001-11-04,1261
0001-11-05,895
0001-11-06,1219
0001-11-07,1690
0001-11-08,1660
0001-11-09,1662
0001-11-10,1616
0001-11-11,1245
0001-11-12,931
0001-11-13,1259
0001-11-14,1666
0001-11-15,1782
0001-11-16,2083
0001-11-17,2287
0001-11-18,1247
0001-11-19,1120
0001-11-20,1668
0001-11-21,2006
0001-11-22,2359
0001-11-23,2649
0001-11-24,2006
0001-11-25,1364
0001-11-26,966
0001-11-27,1626
0001-11-28,2001
0001-11-29,1992
0001-11-30,2279
0001-12-01,1850
0001-12-02,1250
0001-12-03,968
0001-12-04,1411
0001-12-05,1833
0001-12-06,1923
0001-12-07,1910
0001-12-08,1486
0001-12-09,1044
0001-12-10,927
0001-12-11,1030
0001-12-12,1965
0001-12-13,1768
0001-12-14,2082
0001-12-15,2063
0001-12-16,1424
0001-12-17,1073
0001-12-18,1664
0001-12-19,1799
0001-12-20,1947
0001-12-21,1839
0001-12-22,1885
0001-12-23,1237
0001-12-24,950
0001-12-25,1636
0001-12-26,1928
0001-12-27,1898
0001-12-28,2323
0001-12-29,1979
0001-12-30,1259
0001-12-31,1158
0002-01-01,1617
0002-01-02,2144
0002-01-03,2028
