index,value
2003 Sep,323.136
2003 Oct,306.741
2003 Nov,297.867
2003 Dec,331.68
2004 Jan,346.546
2004 Feb,314.28
2004 Mar,308.812
2004 Apr,290.56
2004 May,327.38
2004 Jun,345.085
2004 Jul,377.332
2004 Aug,368.439
2004 Sep,335.622
2004 Oct,312.45
2004 Nov,302.101
2004 Dec,341.948
2005 Jan,343.121
2005 Feb,298.5
2005 Mar,317.458
2005 Apr,289.562
2005 May,315.062
2005 Jun,363.672
2005 Jul,402.274
2005 Aug,404.941
2005 Sep,350.218
2005 Oct,316.398
2005 Nov,306.115
2005 Dec,348.101
2006 Jan,328.658
2006 Feb,307.333
2006 Mar,318.73
2006 Apr,297.858
2006 May,330.616
2006 Jun,364.26
2006 Jul,410.421
2006 Aug,407.763
2006 Sep,332.055
2006 Oct,321.567
2006 Nov,309.159
2006 Dec,336.283
2007 Jan,353.531
2007 Feb,323.23
2007 Mar,320.471
2007 Apr,303.129
2007 May,330.203
2007 Jun,362.755
2007 Jul,393.226
2007 Aug,421.797
2007 Sep,355.394
2007 Oct,332.615
2007 Nov,314.103
2007 Dec,346.29
2008 Jan,362.998
2008 Feb,325.106
2008 Mar,324.63
2008 Apr,305.865
2008 May,325.245
2008 Jun,373.109
2008 Jul,402.9
2008 Aug,388.987
2008 Sep,338.056
2008 Oct,318.547
2008 Nov,310.046
2008 Dec,343.898
2009 Jan,354.993
2009 Feb,300.887
2009 Mar,310.603
2009 Apr,289.537
2009 May,311.306
2009 Jun,347.658
2009 Jul,372.542
2009 Aug,381.221
2009 Sep,327.401
2009 Oct,307.04
2009 Nov,296.635
2009 Dec,350.507
2010 Jan,360.957
2010 Feb,319.735
2010 Mar,312.168
2010 Apr,287.8
2010 May,327.936
2010 Jun,375.759
2010 Jul,409.725
2010 Aug,408.884
2010 Sep,346.045
2010 Oct,307.921
2010 Nov,306.01
2010 Dec,362.119
2011 Jan,363.105
2011 Feb,313.293
2011 Mar,318.71
2011 Apr,302.4
2011 May,323.627
2011 Jun,367.727
2011 Jul,418.693
2011 Aug,406.541
2011 Sep,337.961
2011 Oct,308.727
2011 Nov,304.119
2011 Dec,335.753
2012 Jan,340.919
2012 Feb,310.151
2012 Mar,309.04
2012 Apr,295.94
2012 May,337.53
2012 Jun,361.506
2012 Jul,416.515
2012 Aug,396.108
2012 Sep,334.735
2012 Oct,312.157
2012 Nov,305.548
2012 Dec,334.335
2013 Jan,348.642
2013 Feb,309.601
2013 Mar,325.372
2013 Apr,298.261
2013 May,322.118
2013 Jun,356.4
