index,value
1991 Aug,0.8535
1991 Sep,0.882
1991 Oct,0.9389
1991 Nov,0.9538
1991 Dec,1.0483
1992 Jan,0.9382999999999999
1992 Feb,0.8615
1992 Mar,0.9361
1992 Apr,0.932
1992 May,0.9294
1992 Jun,0.8685
1992 Jul,0.8913
1992 Aug,0.8755
1992 Sep,0.9141
1992 Oct,0.9357000000000001
1992 Nov,0.9318
1992 Dec,1.0458
1993 Jan,0.9178
1993 Feb,0.8381000000000001
1993 Mar,0.8697999999999999
1993 Apr,0.8621
1993 May,0.8521
1993 Jun,0.8276
1993 Jul,0.8823
1993 Aug,0.8669
1993 Sep,0.9048999999999999
1993 Oct,0.9312
1993 Nov,0.963
1993 Dec,1.0995
1994 Jan,0.9845
1994 Feb,0.9016000000000001
1994 Mar,1.0152
1994 Apr,0.9391
1994 May,0.9414
1994 Jun,0.9348
1994 Jul,1.0132999999999999
1994 Aug,1.0175
1994 Sep,1.0407
1994 Oct,1.0617999999999999
1994 Nov,1.0702
1994 Dec,1.1883
1995 Jan,1.0763
1995 Feb,0.9816
1995 Mar,1.0989
1995 Apr,1.0677999999999999
1995 May,1.0833
1995 Jun,1.045
1995 Jul,1.0944
1995 Aug,1.1097000000000001
1995 Sep,1.1260999999999999
1995 Oct,1.1665
1995 Nov,1.1943
1995 Dec,1.3147
1996 Jan,1.2130999999999998
1996 Feb,1.128
1996 Mar,1.18
1996 Apr,1.1693
1996 May,1.1457
1996 Jun,1.109
1996 Jul,1.1381
1996 Aug,1.1457
1996 Sep,1.1049
1996 Oct,1.1422
1996 Nov,1.1294000000000002
1996 Dec,1.2308
1997 Jan,1.1801
1997 Feb,1.0595
1997 Mar,1.148
1997 Apr,1.1413
1997 May,1.1703
1997 Jun,1.1135
1997 Jul,1.1645999999999999
1997 Aug,1.1733
1997 Sep,1.1541
1997 Oct,1.2047999999999999
1997 Nov,1.1837
1997 Dec,1.3067
1998 Jan,1.1859000000000002
1998 Feb,1.05
1998 Mar,1.1411
1998 Apr,1.1067
1998 May,1.1442
1998 Jun,1.0882
1998 Jul,1.1622000000000001
1998 Aug,1.1448
1998 Sep,1.1495
1998 Oct,1.2586
1998 Nov,1.2007999999999999
1998 Dec,1.3102
1999 Jan,1.244
1999 Feb,1.1244
1999 Mar,1.2454
1999 Apr,1.236
1999 May,1.2714
1999 Jun,1.208
1999 Jul,1.2192
1999 Aug,1.2335999999999998
1999 Sep,1.2612999999999999
1999 Oct,1.3144
1999 Nov,1.3183
1999 Dec,1.4553
2000 Jan,1.2974
2000 Feb,1.2067
2000 Mar,1.3246
2000 Apr,1.2525
2000 May,1.2821
2000 Jun,1.2747
2000 Jul,1.3179
2000 Aug,1.3288
2000 Sep,1.4324000000000001
2000 Oct,1.4607999999999999
2000 Nov,1.4163
2000 Dec,1.5386
2001 Jan,1.4707999999999999
2001 Feb,1.338
2001 Mar,1.5212
2001 Apr,1.4413
2001 May,1.4461
2001 Jun,1.3976
2001 Jul,1.4774
2001 Aug,1.5046
2001 Sep,1.4372
2001 Oct,1.4885
2001 Nov,1.4829
2001 Dec,1.6114000000000002
2002 Jan,1.4821
2002 Feb,1.3297999999999999
2002 Mar,1.4789
2002 Apr,1.4604000000000001
2002 May,1.4819
2002 Jun,1.4249
2002 Jul,1.5272999999999999
2002 Aug,1.5515999999999999
2002 Sep,1.4950999999999999
2002 Oct,1.5566
2002 Nov,1.5719
2002 Dec,1.734
2003 Jan,1.6204
2003 Feb,1.4218
2003 Mar,1.5742
2003 Apr,1.5891
2003 May,1.6574
2003 Jun,1.5542
2003 Jul,1.6994
2003 Aug,1.7378
2003 Sep,1.7094
2003 Oct,1.8784
2003 Nov,1.8384
2003 Dec,2.0483000000000002
2004 Jan,1.8952
2004 Feb,1.7658
2004 Mar,1.8728
2004 Apr,1.8737000000000001
2004 May,1.8462
2004 Jun,1.7585
2004 Jul,1.8782
2004 Aug,1.8500999999999999
2004 Sep,1.9215
2004 Oct,1.9145
2004 Nov,1.8399
2004 Dec,2.0419
2005 Jan,1.7987
2005 Feb,1.6612
2005 Mar,1.7803
2005 Apr,1.809
2005 May,1.7889000000000002
2005 Jun,1.7689000000000001
2005 Jul,1.869
2005 Aug,1.8134000000000001
2005 Sep,1.8457999999999999
2005 Oct,1.9781
2005 Nov,1.965
2005 Dec,2.1528
2006 Jan,1.9138
2006 Feb,1.7501
2006 Mar,1.9838
2006 Apr,1.9665
2006 May,2.0051
2006 Jun,1.9436
2006 Jul,2.0192
2006 Aug,2.0432
2006 Sep,2.0387
2006 Oct,2.1133
2006 Nov,2.1094
2006 Dec,2.2973000000000003
2007 Jan,2.0970999999999997
2007 Feb,1.939
2007 Mar,2.1919
2007 Apr,2.134
2007 May,2.1455
2007 Jun,2.1338000000000004
2007 Jul,2.1784
2007 Aug,2.2579000000000002
2007 Sep,2.1795
2007 Oct,2.2573000000000003
2007 Nov,2.2845999999999997
2007 Dec,2.4611
2008 Jan,2.1635
2008 Feb,2.0867
2008 Mar,2.1594
2008 Apr,2.1481999999999997
2008 May,2.1767
2008 Jun,2.0899
2008 Jul,2.1726
2008 Aug,2.204
2008 Sep,2.1241999999999996
2008 Oct,2.3024
2008 Nov,2.2428000000000003
2008 Dec,2.4794
2009 Jan,2.3183000000000002
2009 Feb,2.0695
2009 Mar,2.3032
2009 Apr,2.3269
2009 May,2.4017
2009 Jun,2.263
2009 Jul,2.4151
2009 Aug,2.4461
2009 Sep,2.4307
2009 Oct,2.602
2009 Nov,2.5699
2009 Dec,2.8971
2010 Jan,2.5213
2010 Feb,2.3239
2010 Mar,2.6075
2010 Apr,2.5358
2010 May,2.5714
2010 Jun,2.5049
2010 Jul,2.7813000000000003
2010 Aug,2.8
2010 Sep,2.7428000000000003
2010 Oct,2.7302
2010 Nov,2.6844
2010 Dec,3.0211
2011 Jan,2.5982
2011 Feb,2.3913
2011 Mar,2.6489000000000003
2011 Apr,2.5989
2011 May,2.6041
2011 Jun,2.5195
2011 Jul,2.7019
2011 Aug,2.7396
2011 Sep,2.7443
2011 Oct,2.8144
2011 Nov,2.7842
2011 Dec,3.0465999999999998
2012 Jan,2.7295
2012 Feb,2.556
2012 Mar,2.8393
2012 Apr,2.7374
2012 May,2.8367
2012 Jun,2.7848
2012 Jul,2.9322
2012 Aug,2.9627
2012 Sep,2.8859
2012 Oct,2.9667
2012 Nov,2.9731
2012 Dec,3.1775
2013 Jan,2.8495999999999997
2013 Feb,2.6077
2013 Mar,2.924
2013 Apr,2.8535
2013 May,2.9015
2013 Jun,2.813
2013 Jul,2.9684
2013 Aug,3.0650999999999997
2013 Sep,2.9886999999999997
2013 Oct,3.1754000000000002
2013 Nov,3.2108000000000003
2013 Dec,3.5368000000000004
2014 Jan,3.2091
2014 Feb,2.8799
2014 Mar,3.232
2014 Apr,3.1820999999999997
2014 May,3.2283000000000004
2014 Jun,3.0675
2014 Jul,3.3158000000000003
2014 Aug,3.3507
2014 Sep,3.3604000000000003
2014 Oct,3.4015999999999997
2014 Nov,3.3749000000000002
2014 Dec,3.6927
2015 Jan,3.3913
2015 Feb,3.0275
2015 Mar,3.3619
2015 Apr,3.2665
2015 May,3.314
2015 Jun,3.2575
2015 Jul,3.4453
2015 Aug,3.4211
2015 Sep,3.4444
2015 Oct,3.5258000000000003
2015 Nov,3.4913000000000003
2015 Dec,3.8199
2016 Jan,3.4318
2016 Feb,3.1869
2016 Mar,3.4352
2016 Apr,3.4516999999999998
2016 May,3.431
2016 Jun,3.3139000000000003
2016 Jul,3.573
2016 Aug,3.6475
2016 Sep,3.6963000000000004
2016 Oct,3.7166
2016 Nov,3.6785
2016 Dec,4.0473
2017 Jan,3.6214
2017 Feb,3.2605999999999997
2017 Mar,3.619
2017 Apr,3.567
2017 May,3.5986
2017 Jun,3.5442
2017 Jul,3.6980999999999997
2017 Aug,3.7112
2017 Sep,3.7297
